complaint_no,title,complaint_at,bin,owner,disposition,comments,disp_date,disp_code,disp_result,year
1725087,Overview for Complaint #:1725087 = RESOLVED,1251 AVENUE OF THE AMERICAS,1022706,UNAVAILABLE OWNER,06/23/2026 - A8 - ECB VIOLATION SERVED,"DOUBLE-KNOT RESTAURANT HAS EXPANDED ONTO THE POPS AREA WITH TABLES, CHAIRS, AND UMBRELLAS, AND PARTIALLY BLOCKING THE VIEW OF POPS SIGNAGE PLAQUE ON BUILDING WALL. AGENCY RECORDS AND PLAQUES DOES NOT LIST THESE ITEMS AS PERMISSIBLE.",2026-06-23,A8,ECB VIOLATION SERVED,2026
1724719,Overview for Complaint #:1724719 = RESOLVED,301 EAST 79 STREET,1049261,CONTINENTAL TOWERS CONDO,06/03/2026 - A8 - ECB VIOLATION SERVED,POPS SIGNAGE DOESN'T CONFORM TO DCP REGULATIONS. UPDATED APPROVED SIGN REQUIRED.,2026-06-03,A8,ECB VIOLATION SERVED,2026
1725403,Overview for Complaint #:1725403 = RESOLVED,118 EAST 60 STREET,1041902,118 E 60 OWNERS INC,05/18/2026 - A8 - ECB VIOLATION SERVED,POPS SITE REQUIRES SIGNAGE APPROVED BY DCP POSTED FOR PUBLIC AWARENESS. NO      SIGNAGE.,2026-05-18,A8,ECB VIOLATION SERVED,2026
1724808,Overview for Complaint #:1724808 = RESOLVED,422 EAST 72 STREET,1045832,OXFORD CONDO C/O B H S,05/18/2026 - A8 - ECB VIOLATION SERVED,POPS SIGNAGE IS SUBSTANTIALLY BLOCKED BY PROPERTY TREES/VEGETATION PREVENTING THE PUBLIC FROM VIEWING THE POPS SIGNAGE REQUIRED BY DCP.,2026-05-18,A8,ECB VIOLATION SERVED,2026
1725121,Overview for Complaint #:1725121 = RESOLVED,630 1 AVENUE,1022060,ANTHONY PAUL GIORGIO,05/14/2026 - A8 - ECB VIOLATION SERVED,"POPS SITE, FAILURE TO COMPLY WITH DCP REQUIRED AMENITIES AND ZONING RESOLUTION. WATER FOUNTAIN NOT OPERABLE AS PART OF REQUIRED AMENITIES LISTED ON PLAQUE AND IN AGENCY RECORDS.",2026-05-14,A8,ECB VIOLATION SERVED,2026
1724921,Overview for Complaint #:1724921 = RESOLVED,475 PARK AVENUE SOUTH,1018471,475 PARK AVENUE SOUTH,05/12/2026 - A8 - ECB VIOLATION SERVED,"POS SITE REQUIRES DCP REGULATED SIGNAGE ADVISING THE PUBLIC THAT IT IS OPEN, AMENITIES, CONTACT INFORMATION TO FILE COMPLAINTS, ADA SYMBOLS. NO SIGNAGE AT SITE.",2026-05-12,A8,ECB VIOLATION SERVED,2026
1724410,Overview for Complaint #:1724410 = RESOLVED,560 LEXINGTON AVENUE,1036451,560 LEXCO LLC,05/12/2026 - A8 - ECB VIOLATION SERVED,"AS PER DCP AGENCY RECORDS, 8 MOVABLE CHAIRS ARE TO BE PROVIDED AT POPS SITE. AT TIME OF INSPECTION, 8 CHAIRS NOT PROVIDED.",2026-05-12,A8,ECB VIOLATION SERVED,2026
1708464,Overview for Complaint #:1708464 = RESOLVED,10 WEST 66 STREET,1028163,10 WEST 66TH STREET CORPORATIO,11/12/2025 - A8 - ECB VIOLATION SERVED,"POPS COMPLIANCE, PLAQUE  NOT EVIDENT AT TIME OF INSPECTION.",2025-11-12,A8,ECB VIOLATION SERVED,2025
1708462,Overview for Complaint #:1708462 = RESOLVED,130 WEST 67 STREET,1028847,TOULAINE OWNERS CORP,11/12/2025 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, POPS PLAQUE NOT EVIDENT AT SITE",2025-11-12,A8,ECB VIOLATION SERVED,2025
1704739,Overview for Complaint #:1704739 = RESOLVED,45 BROADWAY,1000804,45 BROADWAY LLC,10/14/2025 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, TRINITY PLACE SIDE ESCALATOR IS INOPERABLE. MANAGEMENT STATED THAT THEY ARE AWARE AND ARE WAITING FOR ESCALATOR PARTS FOR REPAIR.",2025-10-14,A8,ECB VIOLATION SERVED,2025
1704284,Overview for Complaint #:1704284 = RESOLVED,180 MAIDEN LANE,1000874,MAIDEN GLASS LLC,09/15/2025 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION OBSERVED DCP UNAPPROVED INSTALLATIONS AT POPS SITE. MOVING PARTITION WALLS, HANGING CEILING TO FLOOR CURTAINS FOR EXHIBITS, TEMPORARY ENCLOSURES, SUPER STRUT BRACKETS BOLTED TO CEILING TO SUPPORT A SPEAKER EXHIBIT, UNAUTHORIZED LOW VOLTAGE SYSTEM BOLTED TO WALLS WITH CABLE. POPS NON-COMPLIANT WITH DCP RECORDS.",2025-09-15,A8,ECB VIOLATION SERVED,2025
1703238,Overview for Complaint #:1703238 = RESOLVED,437 MADISON AVENUE,1035455,MADISON AVENUE FEE,09/15/2025 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, POPS ON ALL SIDES IS BLOCKED OFF WITH TEMPORARY FENCING. DESK MANAGEMENT HAD NO EXPLANATION. FAILURE TO COMPLY WITH DCP POPS REGULATIONS, NON COMPLIANT.",2025-09-15,A8,ECB VIOLATION SERVED,2025
3A27969,Overview for Complaint #:3A27969 = RESOLVED,1825 EMMONS AVENUE,3247051,UNAVAILABLE OWNER,09/09/2025 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION THE FOLLOWING ITEMS ARE NOT EVIDENT AT POPS SITE, 2 BIKE RACKS, 4 MOVABLE TABLES, 12 MOVABLE CHAIRS. AS PER DCP, AMENITIES TO INCLUDE, THOSE ITEMS AND 13 TREES, 239.26 LF OF FIXED SEATING, 1807 SF OF PLANTINGS.",2025-09-09,A8,ECB VIOLATION SERVED,2025
1702498,Overview for Complaint #:1702498 = RESOLVED,919 3 AVENUE,1038577,SL GREEN REALTY CORP.,09/09/2025 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION POPS SIGNAGE NOT OBSERVED ON 55TH STREET, PER DCP         REQUIREMENTS.",2025-09-09,A8,ECB VIOLATION SERVED,2025
1702396,Overview for Complaint #:1702396 = RESOLVED,222 EAST 39 STREET,1020361,BLDG LIC 39TH ST LLC,09/03/2025 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, DEFECTIVE SIGNAGE, WEATHERED, DAMAGED IN NEED OF REPAIR  OR REPLACEMENT.",2025-09-03,A8,ECB VIOLATION SERVED,2025
3A20463,Overview for Complaint #:3A20463 = RESOLVED,230 ASHLAND PLACE,3393804,UNAVAILABLE OWNER,07/15/2025 - A8 - ECB VIOLATION SERVED,POPS SITE WATER FOUNTAIN ISN'T WORKING AS REQUIRED AT AT TIME OF INSPECTION. NONCOMPLIANT AS PER DCP.,2025-07-15,A8,ECB VIOLATION SERVED,2025
1699180,Overview for Complaint #:1699180 = RESOLVED,311 EAST 38 STREET,1021933,NAME NOT ON FILE,07/15/2025 - A8 - ECB VIOLATION SERVED,POPS SITE WATER FOUNTAIN ISN'T WORKING AS REQUIRED AT TIME OF INSPECTION.,2025-07-15,A8,ECB VIOLATION SERVED,2025
1697455,Overview for Complaint #:1697455 = RESOLVED,200 EAST 89 STREET,1073221,MONARCH CONDO BD/MGRS,06/18/2025 - A8 - ECB VIOLATION SERVED,"FAILURE TO MAINTAIN POPS IN COMPLIANCE WITH DCP REGULATIONS. SITE BENCHES ARE DETERIORATED, DEBRIS, CIGARETTE BUTTS, GARDEN/TREES NOT MAINTAINED.",2025-06-18,A8,ECB VIOLATION SERVED,2025
1697783,Overview for Complaint #:1697783 = RESOLVED,200 EAST 89 STREET,1073221,MONARCH CONDO BD/MGRS,06/18/2025 - A8 - ECB VIOLATION SERVED,FAILURE TO COMPLY WITH DCP SIGNAGE COMPLIANCE. NO POPS SIGNAGE PROVIDED AT POPS SITE.,2025-06-18,A8,ECB VIOLATION SERVED,2025
1696053,Overview for Complaint #:1696053 = RESOLVED,44 WEST 62 STREET,1027365,LINCOLN PLAZA TENANTS CORP,06/03/2025 - A8 - ECB VIOLATION SERVED,TEMPORARY ALUMINUM RAMP PARTIALLY OBSTRUCTING EGRESS STAIRWELL DOOR AT 8TH      FLOOR.,2025-06-03,A8,ECB VIOLATION SERVED,2025
1694065,Overview for Complaint #:1694065 = RESOLVED,3 BRYANT PARK,1087119,1095 AVE OF THE AMERICAS CONDO,04/30/2025 - A8 - ECB VIOLATION SERVED,"A-8 AT TIME OF INSPECTION OBSERVED PRIVATELY OWNED PUBLIC SPACE ACCESS OBSTRUCTED BY BARRICADE , HOWEVER SIGN STATES ""OPEN 24 HOURS"".",2025-04-30,A8,ECB VIOLATION SERVED,2025
1691464,Overview for Complaint #:1691464 = RESOLVED,45 WEST 60 STREET,1027187,COLUMBUS 60TH REALTY LLC,03/25/2025 - A8 - ECB VIOLATION SERVED,POPS SIDEWALK SHED WITH EXPIRED PERMIT 3/17/24- M101001747-I1. SHED IN PLACE.,2025-03-25,A8,ECB VIOLATION SERVED,2025
1691465,Overview for Complaint #:1691465 = RESOLVED,45 WEST 60 STREET,1027187,COLUMBUS 60TH REALTY LLC,03/25/2025 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, ACCESS TO POPS IS CLOSED AND UNAVAILABLE FOR PUBLIC USE  DURING PERMITTED HOURS.",2025-03-25,A8,ECB VIOLATION SERVED,2025
1690644,Overview for Complaint #:1690644 = RESOLVED,17 BATTERY PLACE,1082634,17 BATTERY PLACE CONDOMINIUM B,03/25/2025 - A8 - ECB VIOLATION SERVED,"POPS COMPLIANCE.  AT TIME OF INSPECTION, SIDE WALK SHED IS INSTALLED. EXPIRE    PERMIT, 3/14/2025- M01112982-I1",2025-03-25,A8,ECB VIOLATION SERVED,2025
3A01737,Overview for Complaint #:3A01737 = RESOLVED,1809 EMMONS AVENUE,3247051,UNAVAILABLE OWNER,02/20/2025 - A8 - ECB VIOLATION SERVED,OBSERVED FIXED PERMANENT SEATS HAVE BEEN REMOVED FROM PLAZA SO THAT TABLES AND CHAIRS FROM RESTAURANT MASAL CAN BE PLACED. AS PER DCP AGENCY RECORDS PERMANENT SEATING MUST BE AVAILABLE IN PLAZA FOR PUBLIC USE PER POPS #K150001. RESTAURANT ENCROACHED INTO POPS SPACE. NON-COMPLIANT.,2025-02-20,A8,ECB VIOLATION SERVED,2025
1683458,Overview for Complaint #:1683458 = RESOLVED,120 PARK AVENUE,1035334,120 PARK AVENUE ASSOCIATES LLC,01/16/2025 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, POPS CONTRARY TO AMENITIES LIST PROVIDED BY DCP, PAGE 6 OF 7 REFLECTS SEATING LEDGES TO BE USED BY THE PUBLIC. PROHIBITIVE METAL RAIL AS DESCRIBED IN SUMMONS # 35644131L ISSUED OM 1/28/22.",2025-01-16,A8,ECB VIOLATION SERVED,2025
1682109,Overview for Complaint #:1682109 = RESOLVED,250 EAST 40 STREET,1076162,HIGHPOINT CONDOMINIUM,11/29/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, INSUFFICIENT SIGNAGE. SIGNAGE TO BE UPDATED AS PER DCP   GUIDELINES.",2024-11-29,A8,ECB VIOLATION SERVED,2024
1680804,Overview for Complaint #:1680804 = RESOLVED,105 DUANE STREET,1001650,TRIBECA EQUITY PARTNERS L P,11/15/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, NO MOVABLE TABLES WERE OBSERVED AS IS REQUIRED ON        AMENITIES LIST BY DCP.",2024-11-15,A8,ECB VIOLATION SERVED,2024
1679519,Overview for Complaint #:1679519 = RESOLVED,444 EAST 86 STREET,1050543,444 EAST 86 STREET OWNERS CORP,10/23/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, NO DCP REQUIRED SIGNAGE OBSERVED, SPIKED FENCING ON SEATING AT EXPOSURE #1. PREVIOUSLY ISSUED SUMMONS 35335336X, ADJUDICATED IN OATH.",2024-10-23,A8,ECB VIOLATION SERVED,2024
3979915,Overview for Complaint #:3979915 = RESOLVED,1 METRO TECH,3319418,FOREST CITY JAY STREET ASSOCIA,10/22/2024 - A8 - ECB VIOLATION SERVED,VIOLATION OF DISCRETIONARY ZONING CONDITIONS ON PRIVATELY OWNED PUBLICSPACE.REFER TO POPS REPORT#V020003 AND DRAWINGS BY THE EHREN KRANTZ GROUP AND ECKSTUT DWG A-4 PARTIAL PLAN BOTH INDICATING REQUIRED AMENITIE,2024-10-22,A8,ECB VIOLATION SERVED,2024
1678923,Overview for Complaint #:1678923 = RESOLVED,280 PARK AVENUE,1035441,BROADWAY 280 PARK FEE LLC,10/16/2024 - A8 - ECB VIOLATION SERVED,WATER FOUNTAIN IN POPS NOT WORKING OR TURNED ON AS REQUIRED BY DCP.,2024-10-16,A8,ECB VIOLATION SERVED,2024
1678415,Overview for Complaint #:1678415 = RESOLVED,166 EAST 34 STREET,1018502,"DS & D LAND COMPANY,",10/03/2024 - A8 - ECB VIOLATION SERVED,POPS SITE OCCUPIED BY TABLES AND CHAIRS FROM EATING ESTABLISHMENT ON 33 STREET  CONTRARY TO POPS REGULATIONS.,2024-10-03,A8,ECB VIOLATION SERVED,2024
1676325,Overview for Complaint #:1676325 = RESOLVED,980 FIFTH AVENUE,1046426,980 FIFTH AVENUE CORPORATION,08/30/2024 - A8 - ECB VIOLATION SERVED,AT TIME OF INSPECTION DCP REQUIRED POPS SIGNAGE IS NOT POSTED.,2024-08-30,A8,ECB VIOLATION SERVED,2024
1676326,Overview for Complaint #:1676326 = RESOLVED,985 FIFTH AVENUE,1046427,"985 LAND HOLDING II, LLC",08/30/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, POPS SITE FAILS TO PROVIDE REQUIRED SIGNAGE AS PER DCP.",2024-08-30,A8,ECB VIOLATION SERVED,2024
1676079,Overview for Complaint #:1676079 = RESOLVED,866 2 AVENUE,1038896,UNAVAILABLE OWNER,08/29/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, POPS SIGNAGE NOT OBSERVED AND REQUIRED AS PER DCP REGULATIONS. POPS SITE HAS ONGOING CONSTRUCTION IN PROGRESS.",2024-08-29,A8,ECB VIOLATION SERVED,2024
1676077,Overview for Complaint #:1676077 = RESOLVED,212 EAST 47 STREET,1037599,L'ECOLE CONDO/211 E 48TH OWNER,08/29/2024 - A8 - ECB VIOLATION SERVED,AT TIME OF INSPECTION POPS SIGNAGE IS NOT POSTED AS REQUIRED BY DCP.,2024-08-29,A8,ECB VIOLATION SERVED,2024
1675311,Overview for Complaint #:1675311 = RESOLVED,123 WEST 56 STREET,1023455,PARKER57 LLC,08/19/2024 - A8 - ECB VIOLATION SERVED,"AS PER DCP (2) POPS SIGNS MUST BE POSTED INSIDE THE POPS, SPECIFIED IN DRAWING Z-05 SIGNAGE DETAIL 05. AT TIME OF INSPECTION THERE IS ONE NOT POSTED. INSIDE THE POPS SITE THERE IS SIGNAGE STATING "" PLEASE WAIT HERE TO BE SEATED, THANK YOU"".  ALL SEATING IN THE POPS IS PUBLIC WITH NO PURCHASE NECESSARY AND CAN'T BE RESERVED AS PER DCP REGULATIONS. MGMT NOTIFIED.",2024-08-19,A8,ECB VIOLATION SERVED,2024
1675129,Overview for Complaint #:1675129 = RESOLVED,330 WEST 56 STREET,1025442,PERLBINDER HOLDINGS LLC,08/19/2024 - A8 - ECB VIOLATION SERVED,"AS PER DCP REGULATIONS, A POPS SIGN MUST BE POSTED FOR EVERY 40 FEET OF BUILDING FRONTAGE. THERE IS ONE SIGN POSTED ONLY AND FRONTAGE IS IN EXCESS OF 40FEET.",2024-08-19,A8,ECB VIOLATION SERVED,2024
1674887,Overview for Complaint #:1674887 = RESOLVED,780 3 AVENUE,1036228,"780 3RD OWNERS, LLC",08/15/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, THE REQUIRED CHAIRS PREVIOUSLY AT THE POPS SITE ARE REMOVED. SITE IS OPEN AND BEING UTILIZED BY THE PUBLIC.",2024-08-15,A8,ECB VIOLATION SERVED,2024
1673135,Overview for Complaint #:1673135 = RESOLVED,685 3 AVENUE,1037555,685 THIRD AVENUE GROUND OWNER,07/26/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, THE POPS SITE IS OPEN AND BEING UTILIZED. THE WATER FOUNTAINS WHICH IS  DCP LISTED AMENITY ARE NOT FUNCTIONING CONTRARY TO WHAT IS REQUIRED.",2024-07-26,A8,ECB VIOLATION SERVED,2024
1673067,Overview for Complaint #:1673067 = RESOLVED,220 EAST 65 STREET,1043869,GEORGETOWN CONCORDE LP,07/26/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, THERE ARE NO POPS/ADA SIGNAGE POSTED ON THE BUILDING,    CONTRARY TO DCP AGENCY REQUIREMENTS.",2024-07-26,A8,ECB VIOLATION SERVED,2024
1672951,Overview for Complaint #:1672951 = RESOLVED,111 MURRAY STREET,1089698,UNAVAILABLE OWNER,07/24/2024 - A8 - ECB VIOLATION SERVED,"AS PER DCP AGENCY RECORDS, AMENITIES AT THE POPS SITE IS TO INCLUDE (60) MOVABLE CHAIRS. AT TIME OF INSPECTION, NO MOVABLE CHAIRS WERE OBSERVED AS REQUIRED.",2024-07-24,A8,ECB VIOLATION SERVED,2024
1672902,Overview for Complaint #:1672902 = RESOLVED,55 BROADWAY,1000807,"55 BROADWAY ASSOCIATES, LLC",07/24/2024 - A8 - ECB VIOLATION SERVED,"AS PER DCP AGENCY RECORDS, THERE IS A PAIR OF ESCALATORS  LISTED IN THE AMENITIES LIST FOR THE 24 HOUR ACCESS POPS. AT TIME OF INSPECTION, THE ESCALATORS ARE TURNED OFF, CONTRARY TO REQUIREMENTS. MANAGEMENT STATED THEY WILL TURN IT BACK ON.",2024-07-24,A8,ECB VIOLATION SERVED,2024
1672850,Overview for Complaint #:1672850 = RESOLVED,555 7 AVENUE,1015275,1411 IC-SIC PROPERTY LLC,07/24/2024 - A8 - ECB VIOLATION SERVED,"AS PER DCP AGENCY RECORDS, THE POPS AMENITIES ARE TO INCLUDE ( 367LF) OF SEATING SPACES, BENCHES, CHAIRS. AT TIME OF INSPECTION APPROXIMATELY 70 % WAS MADE UNAVAILABLE AND ROPED OFF PREVENTING THE PUBLIC FROM UTILIZING SEATING.",2024-07-24,A8,ECB VIOLATION SERVED,2024
1671621,Overview for Complaint #:1671621 = RESOLVED,313 WEST 49 STREET,1076203,"WWP OFFICE, LLC",07/22/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION,  TABLES AND CHAIRS BELONGING TO POPS AS PER DCP RECORDS ARE BEING UTILIZED/ARRANGED  FOR RESTAURANT USE IN POPS SITE.",2024-07-22,A8,ECB VIOLATION SERVED,2024
1671630,Overview for Complaint #:1671630 = RESOLVED,8 SPRUCE STREET,1087485,UNAVAILABLE OWNER,07/22/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, 5 GROUPS OF WATER JETS ARE NOT OPERATING, MISSING BIKE RACKS, AS LISTED IN DCP AGENCY REQUIRED AMENITIES.",2024-07-22,A8,ECB VIOLATION SERVED,2024
1670982,Overview for Complaint #:1670982 = RESOLVED,1325 AVENUE OF THE AMERICAS,1076175,"1325 AVENUE OF THE AMERICAS,LP",07/05/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, RESTAURANT LA GRAND BOUCHERIE OCCUPIES A PORTION OF THE POPS, WITH TABLES AND CHAIRS, WELCOME DESK.  THIS DOESN'T CONFORM WITH DCP RECORDS AND PLANS.",2024-07-05,A8,ECB VIOLATION SERVED,2024
1670986,Overview for Complaint #:1670986 = RESOLVED,45 EAST 89 STREET,1046972,N/A N/A,07/05/2024 - A8 - ECB VIOLATION SERVED,"POPS SITE, MISSING SIGNAGE ON EAST 89 STREET SIDE OF BUILDING EXP#4.   IN ADDITION EXISTING SIGNAGE AT EXPOSURE #1, #3 DOESN'T CONFORM TO DCP REGULATIONS. POPS EXTENDS FROM E89 ST- E90ST",2024-07-05,A8,ECB VIOLATION SERVED,2024
1671577,Overview for Complaint #:1671577 = RESOLVED,220 EAST 55 STREET,1038570,N/A N/A,07/05/2024 - A8 - ECB VIOLATION SERVED,AT TIME OF INSPECTION POPS SIGNAGE/INFORMATION PLAQUES  NOT OBSERVED ON 3RD AVE AS REQUIRED BY DCP REGULATIONS.,2024-07-05,A8,ECB VIOLATION SERVED,2024
1671374,Overview for Complaint #:1671374 = RESOLVED,445 5 AVENUE,1017603,FIFTH AVE CONDO - B.H.S. MGMNT,07/05/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, POPS SIGNAGE NOT IN COMPLIANCE WITH DCP POPS REGULATIONS AND OUTDATED. MANAGEMENT STATED THAT IT WILL ORDER NEW SIGNAGE.",2024-07-05,A8,ECB VIOLATION SERVED,2024
1670743,Overview for Complaint #:1670743 = RESOLVED,45 BROADWAY,1000804,45 BROADWAY LLC,06/21/2024 - A8 - ECB VIOLATION SERVED,"A POPS ENTRY PLAQUE WAS OBSERVED, HOWEVER A INFORMATION PLAQUE AS REQUIRED BY DCP RECORDS WAS NOT PROVIDED. IN ADDITION, ONE ENTRY PLAQUE IS REQUIRED FOR EVERY 40 LINEAR FEET OF STREET FRONTAGE OF THE PUBLIC PLAZA. ONLY ONE SUCH PLAQUE WAS OBSERVED AND THE FRONTAGE EXCEEDS 40 LINEAR FEET. RECURRING CONDITION.",2024-06-21,A8,ECB VIOLATION SERVED,2024
1670299,Overview for Complaint #:1670299 = RESOLVED,50 LEXINGTON AVENUE,1018071,LEXINGTON TENANT CORP,06/20/2024 - A8 - ECB VIOLATION SERVED,"AS PER DCP AGENCY, REGISTERED  POPS AMENITIES TO INCLUDE WATER FOUNTAIN. AT TIME OF INSPECTION WATER FOUNTAIN NOT FUNCTIONING IN OPEN POPS SITE.",2024-06-20,A8,ECB VIOLATION SERVED,2024
1670012,Overview for Complaint #:1670012 = RESOLVED,309 EAST 48 STREET,1038917,GOVERNMENT SOCIALST LIBYA,06/13/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, POPS DOESN'T HAVE SIGNAGE POSTED AS REQUIRED BY DCP      REGULATIONS.",2024-06-13,A8,ECB VIOLATION SERVED,2024
1669700,Overview for Complaint #:1669700 = RESOLVED,839 AVENUE OF THE AMERICAS,1015146,UNAVAILABLE OWNER,06/08/2024 - A8 - ECB VIOLATION SERVED,POPS SIGNAGE REFLECTS CONTACT INFORMATION TO RESTAURANT. PERSON LISTED IS SAID NOT TO BE EMPLOYED THERE FOR 10 YEARS. SIGNAGE REQUIRES UPDATED INFORMATION AS PER DCP REGULATIONS.,2024-06-08,A8,ECB VIOLATION SERVED,2024
1669463,Overview for Complaint #:1669463 = RESOLVED,1330 AVENUE OF THE AMERICAS,1034522,1330 CE26 LLC,06/05/2024 - A8 - ECB VIOLATION SERVED,POPS AMENITIES LIST/SIGN REFLECTS 12 MOVABLE CHAIRS NOT PRESENT AT TIME OF INSPECTION. POPS IS OPEN AND BEING UTILIZED BY PUBLIC.,2024-06-05,A8,ECB VIOLATION SERVED,2024
1668374,Overview for Complaint #:1668374 = RESOLVED,888 7 AVENUE,1024895,"888 SEVENTH AVENUE, LLC",05/30/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, BROOKLYN DINER HAS EXTENDED THEIR SEATING INTO THE POPS SPACE WITH TABLES, UMBRELLAS, SEATING AND SERVING STATION.",2024-05-30,A8,ECB VIOLATION SERVED,2024
1668371,Overview for Complaint #:1668371 = RESOLVED,303 EAST 43 STREET,1038674,UNAVAILABLE OWNER,05/30/2024 - A8 - ECB VIOLATION SERVED,AT TIME OF INSPECTION POPS WATER FOUNTAIN NOT OPERATIONAL. POPS OPEN TO PUBLIC.,2024-05-30,A8,ECB VIOLATION SERVED,2024
1667251,Overview for Complaint #:1667251 = RESOLVED,90 WASHINGTON STREET,1000793,"EKATZ FAMILY, LLC",05/09/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSEPCTION, THERE WERE TABLES AND BENCHES ARRANGED FOR USE IN THE POPS PLAZA BY CLINTON HILL ESTABLISHMENT/BAR. SUMMONS # 35495579N WAS PREVIOUSLY ISSUED FOR THIS CONDITION ON 12/02/21 AND IS IN DEFAULT STATUS. NO COMPLIANCE RECORDED.",2024-05-09,A8,ECB VIOLATION SERVED,2024
1664626,Overview for Complaint #:1664626 = RESOLVED,885 2 AVENUE,1037988,885 SECOND AVENUE OWNER LLC,04/10/2024 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, POPS SIGNAGE NOT UPDATED AS PER DCP REQUIREMENTS.",2024-04-10,A8,ECB VIOLATION SERVED,2024
1663163,Overview for Complaint #:1663163 = RESOLVED,255 EAST 49 STREET,1038254,STERLING PLAZA CONDOMINIUM,03/27/2024 - A8 - ECB VIOLATION SERVED,AT TIME OF INSPECTION THE WATER FOUNTAIN DOESN'T WORK AND IS LISTED ON THE      AMENITIES FOR THE DCP POPS SITE.,2024-03-27,A8,ECB VIOLATION SERVED,2024
1662500,Overview for Complaint #:1662500 = RESOLVED,437 MADISON AVENUE,1035455,MADISON AVENUE FEE,03/21/2024 - A8 - ECB VIOLATION SERVED,"A-8 - VIOLATION OF DISCRETIONARY ZONING CONDITIONS ON PRIVATELY OWNED PUBLIC SPACE (POPS) - AT TIME OF INSPECTION, OBSERVED APPROX. 70% OF THE PUBLIC SPACE CORDONED OFF WITH TEMPORARY ACCORDION SAFETY GATES. NO CONSTRUCTION AND/OR MAINTENANCE COMMENCING AT TIME OF INSPECTION - REMOVE GATES AND RE-OPEN THE AREA TO THE PUBLIC - CORDON OFF SPECIFIC AREA WHILE UNDER MAINTENANCE AND/OR CONSTRUTION ACTIVITIES",2024-03-21,A8,ECB VIOLATION SERVED,2024
1660997,Overview for Complaint #:1660997 = RESOLVED,1700 BROADWAY,1024836,1700 BROADWAY OWNER LLC,02/26/2024 - A8 - ECB VIOLATION SERVED,POPS SITE MOVEABLE TABLES AND CHAIRS DOESN'T CONFORM TO DCP APPROVED AMENITIES  AND POSTED SIGNAGE.,2024-02-26,A8,ECB VIOLATION SERVED,2024
3939566,Overview for Complaint #:3939566 = RESOLVED,1809 EMMONS AVENUE,3247051,UNAVAILABLE OWNER,12/21/2023 - A8 - ECB VIOLATION SERVED,"OBSERVED MANY FIX PERMANENT SEATS HAVE BEEN REMOVED FROM PLAZA SO THAT TABLES AND CHAIRS FROM RESTAURANT CAN BE PLACED. AS PER AGENCY RECORDS, PERMANENT SEATING MUST BE AVAILABLE IN PLAZA FOR PUBLIC USE AS PER POPS NUMBER K150001. THIS IS NON COMPLIANT TO POPS ZONING FOR THIS LOCATION.",2023-12-21,A8,ECB VIOLATION SERVED,2023
1655954,Overview for Complaint #:1655954 = RESOLVED,776 6 AVENUE,1015632,CHELSEA NEW YORK REALTY COMPAN,12/20/2023 - A8 - ECB VIOLATION SERVED,"OBSERVED BOTH ENTRANCES AT WEST 26 AND 27 STREET TO PLAZA LOCK WITH CHAIN AND PADLOCK. ALSO OBSERVED SIGNAGE THAT STATE PRIVATE PROPERTY. THIS IS NON COMPLAINT TO NYC ZONING FOR THIS POPS. AS PER AGENCY DOCUMENT, PLAZA SHOULD BE OPEN 7AM. ANS IT WAS CLOSED DURING INSPECTION AT 10:42AM DENYING ACCESS TO PUBLIC.",2023-12-20,A8,ECB VIOLATION SERVED,2023
